without statistic analysis
gs worst,gs best,gs average loss rate,gs median loss rate
"{'combination_type': 'T + B + C + I', 'ml_type': 'AC', 'combination_loss_rate': 1.8720297474554384, 'f1_score': 0.016654075379837156, 'support': 660}","{'combination_type': 'B + C + I', 'ml_type': 'AB', 'combination_loss_rate': 0.0, 'f1_score': 0.9571704795855275, 'support': 1028}",0.7260187634595432,0.07449809371843544
with statistic analysis
gs best combination type,gs best ml type,gs loss rate,gs f1 score,gs support,gs f1 score average,gs f1 score median
B + C + I,AB,0.0,0.9571704795855275,1028,0.9408389115362694,0.9901316932981897
