without statistic analysis
gs worst,gs best,gs average loss rate,gs median loss rate,gs average support
"{'combination_type': 'T + B + C + I', 'ml_type': 'KM', 'combination_loss_rate': 1.6669889341952737, 'f1_score': 0.29919357980443334, 'support': 133}","{'combination_type': 'B + C + I', 'ml_type': 'AB', 'combination_loss_rate': 0.0, 'f1_score': 0.822974906365482, 'support': 198}",0.7775169043390069,1.1272605766220196,163.33333333333334
with statistic analysis
gs best combination type,gs best ml type,gs loss rate,gs f1 score,gs support,gs f1 score average,gs f1 score median
B + C + I,AB,0.0,0.822974906365482,198,0.7840413628840499,0.7818807768301965
