without statistic analysis
gs worst,gs best,gs average loss rate,gs median loss rate,gs average support
"{'combination_type': 'T + B + C + I', 'ml_type': 'KM', 'combination_loss_rate': 1.777021692499916, 'f1_score': 0.29027199132051773, 'support': 133}","{'combination_type': 'B + C + I', 'ml_type': 'RF', 'combination_loss_rate': 0.0, 'f1_score': 0.7933047813430589, 'support': 209}",0.8090641655641916,1.1059858678107368,168.46666666666667
with statistic analysis
gs best combination type,gs best ml type,gs loss rate,gs f1 score,gs support,gs f1 score average,gs f1 score median
B + C + I,RF,0.0,0.7933047813430589,209,0.7961975464125416,0.800703056342154
