without statistic analysis
cs worst,cs best,cs average loss rate,cs median loss rate
"{'combination_type': 'T + B + C + I', 'ml_type': 'KM', 'combination_loss_rate': 3.133085851808066, 'f1_score': 0.018898156171187088, 'support': 613}","{'combination_type': 'B', 'ml_type': 'RF', 'combination_loss_rate': 0.0, 'f1_score': 0.9146314899275491, 'support': 1094}",1.2746888039394642,0.0
with statistic analysis
cs best combination type,cs best ml type,cs loss rate,cs f1 score,cs support,cs f1 score average,cs f1 score median
B,RF,0.0,0.9146314899275491,1094,0.894657231025278,0.9703552930028616
